"ds","trend","additive_terms","additive_terms_lower","additive_terms_upper","yearly","yearly_lower","yearly_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat"
2017-06-01,1466439.39674927,14990.2664003049,14990.2664003049,14990.2664003049,14990.2664003049,14990.2664003049,14990.2664003049,0,0,0,1452319.09657957,1510921.78970333,1466439.39674927,1466439.39674927,1481429.66314958
2017-07-01,1465953.57171943,13983.5558954028,13983.5558954028,13983.5558954028,13983.5558954028,13983.5558954028,13983.5558954028,0,0,0,1450105.70712189,1508570.0589549,1465953.57171943,1465953.57171943,1479937.12761483
2017-08-01,1465451.55252192,8292.20141813052,8292.20141813052,8292.20141813052,8292.20141813052,8292.20141813052,8292.20141813052,0,0,0,1447617.94847887,1501495.68049956,1465451.55252192,1465451.55252192,1473743.75394005
2017-09-01,1464949.53332441,9253.0151351363,9253.0151351363,9253.0151351363,9253.0151351363,9253.0151351363,9253.0151351363,0,0,0,1444119.82501963,1505771.20133814,1464949.53332441,1464949.53332441,1474202.54845955
2017-10-01,1464463.70830101,10884.0235811565,10884.0235811565,10884.0235811565,10884.0235811565,10884.0235811565,10884.0235811565,0,0,0,1446986.62025311,1504421.13372444,1464463.70830101,1464463.70830101,1475347.73188217
2017-11-01,1463961.68911017,10697.2176340222,10697.2176340222,10697.2176340222,10697.2176340222,10697.2176340222,10697.2176340222,0,0,0,1446170.42280599,1502614.70242055,1463961.68911017,1463961.68911017,1474658.90674419
2017-12-01,1463475.86408677,15929.3547946018,15929.3547946018,15929.3547946018,15929.3547946018,15929.3547946018,15929.3547946018,0,0,0,1452676.95995941,1507915.2254736,1463475.86408677,1463475.86408677,1479405.21888137
2018-01-01,1462716.13250221,13649.7478383163,13649.7478383163,13649.7478383163,13649.7478383163,13649.7478383163,13649.7478383163,0,0,0,1448117.72150637,1506485.53736361,1462716.13250221,1462716.13250221,1476365.88034052
2018-02-01,1461956.40091764,14690.388255239,14690.388255239,14690.388255239,14690.388255239,14690.388255239,14690.388255239,0,0,0,1447613.74142659,1504419.84875082,1461956.40091764,1461956.40091764,1476646.78917288
2018-03-01,1461270.19174449,14730.0679160538,14730.0679160538,14730.0679160538,14730.0679160538,14730.0679160538,14730.0679160538,0,0,0,1445222.12598354,1504073.57861192,1461270.19174449,1461270.19174449,1476000.25966054
2018-04-01,1456101.1487722,12131.6661922678,12131.6661922678,12131.6661922678,12131.6661922678,12131.6661922678,12131.6661922678,0,0,0,1439703.0684908,1497507.87325577,1456101.1487722,1456101.1487722,1468232.81496446
2018-05-01,1451098.84912159,10451.7340203472,10451.7340203472,10451.7340203472,10451.7340203472,10451.7340203472,10451.7340203472,0,0,0,1432643.06425922,1488282.16310228,1451098.84912159,1451098.84912159,1461550.58314193
2018-06-01,1445929.80614929,12524.4508989082,12524.4508989082,12524.4508989082,12524.4508989082,12524.4508989082,12524.4508989082,0,0,0,1430498.54758167,1487913.13558006,1445929.80614929,1445929.80614929,1458454.2570482
2018-07-01,1440926.8549745,8343.71641747463,8343.71641747463,8343.71641747463,8343.71641747463,8343.71641747463,8343.71641747463,0,0,0,1421636.20555579,1478471.95905744,1440926.8549745,1440926.8549745,1449270.57139197
2018-08-01,1435757.13876054,2604.70426702173,2604.70426702173,2604.70426702173,2604.70426702173,2604.70426702173,2604.70426702173,0,0,0,1408920.14732464,1468516.02956974,1435757.13876054,1435757.13876054,1438361.84302756
2018-09-01,1430587.42254659,12583.5448658467,12583.5448658467,12583.5448658467,12583.5448658467,12583.5448658467,12583.5448658467,0,0,0,1415910.5600067,1472301.12544073,1430587.42254659,1430587.42254659,1443170.96741243
2018-10-01,1425584.47155355,17062.3777433294,17062.3777433294,17062.3777433294,17062.3777433294,17062.3777433294,17062.3777433294,0,0,0,1412971.38617922,1471755.56178491,1425584.47155355,1425584.47155355,1442646.84929688
2018-11-01,1420414.75552741,14804.7849401321,14804.7849401321,14804.7849401321,14804.7849401321,14804.7849401321,14804.7849401321,0,0,0,1407305.97929775,1465511.48731157,1420414.75552741,1420414.75552741,1435219.54046754
2018-12-01,1415411.80453438,17457.8903194682,17457.8903194682,17457.8903194682,17457.8903194682,17457.8903194682,17457.8903194682,0,0,0,1403467.61163431,1462758.49260503,1415411.80453438,1415411.80453438,1432869.69485384
2019-01-01,1410242.91334128,7698.00201172368,7698.00201172368,7698.00201172368,7698.00201172368,7698.00201172368,7698.00201172368,0,0,0,1388825.95567468,1445427.62499729,1410242.91334128,1410242.91334128,1417940.91535301
2019-02-01,1405074.02214819,-2652.717346261,-2652.717346261,-2652.717346261,-2652.717346261,-2652.717346261,-2652.717346261,0,0,0,1372309.46018981,1430030.85400139,1405074.02214819,1405074.02214819,1402421.30480193
2019-03-01,1401522.78225431,30383.6558164439,30383.6558164439,30383.6558164439,30383.6558164439,30383.6558164439,30383.6558164439,0,0,0,1402504.81516827,1460158.43105691,1401522.78225431,1401522.78225431,1431906.43807075
2019-04-01,1397591.0523718,18481.5861807557,18481.5861807557,18481.5861807557,18481.5861807557,18481.5861807557,18481.5861807557,0,0,0,1386677.29381833,1444608.44453141,1397591.0523718,1397591.0523718,1416072.63855255
2019-05-01,1393786.1524855,9578.25821357998,9578.25821357998,9578.25821357998,9578.25821357998,9578.25821357998,9578.25821357998,0,0,0,1373917.80820056,1432814.49954505,1393786.1524855,1393786.1524855,1403364.41069908
2019-06-01,1391332.95430045,9901.53816355233,9901.53816355233,9901.53816355233,9901.53816355233,9901.53816355233,9901.53816355233,0,0,0,1373952.85989723,1429612.21993966,1391332.95430045,1391332.95430045,1401234.492464
2019-07-01,1388958.89154072,2690.72265576618,2690.72265576618,2690.72265576618,2690.72265576618,2690.72265576618,2690.72265576618,0,0,0,1361399.78429434,1421356.56961269,1388958.89154072,1388958.89154072,1391649.61419648
2019-08-01,1386505.69335567,-2880.77717334699,-2880.77717334699,-2880.77717334699,-2880.77717334699,-2880.77717334699,-2880.77717334699,0,0,0,1355623.69414151,1410645.19475294,1386505.69335567,1386505.69335567,1383624.91618232
2019-09-01,1385558.80272716,16151.6875841734,16151.6875841734,16151.6875841734,16151.6875841734,16151.6875841734,16151.6875841734,0,0,0,1373409.78239232,1431174.73039641,1385558.80272716,1385558.80272716,1401710.49031133
2019-10-01,1384642.45695764,23267.6991414937,23267.6991414937,23267.6991414937,23267.6991414937,23267.6991414937,23267.6991414937,0,0,0,1376239.05802,1437401.33750375,1384642.45695764,1384642.45695764,1407910.15609913
2019-11-01,1383695.56632913,18781.7341208679,18781.7341208679,18781.7341208679,18781.7341208679,18781.7341208679,18781.7341208679,0,0,0,1375729.97498491,1431284.02797023,1383695.56632913,1383695.56632913,1402477.30045
2019-12-01,1388630.87893222,18730.2690940111,18730.2690940111,18730.2690940111,18730.2690940111,18730.2690940111,18730.2690940111,0,0,0,1377954.15138187,1436011.60319572,1388630.87893222,1388630.87893222,1407361.14802624
2020-01-01,1393730.70195542,1510.18042435242,1510.18042435242,1510.18042435242,1510.18042435242,1510.18042435242,1510.18042435242,0,0,0,1365690.65987004,1423953.75530831,1393730.70195542,1393730.70195542,1395240.88237977
2020-02-01,1398830.52497862,-19727.8892037293,-19727.8892037293,-19727.8892037293,-19727.8892037293,-19727.8892037293,-19727.8892037293,0,0,0,1349877.92520213,1406451.21515056,1398830.52497862,1398830.52497862,1379102.63577489
2020-03-01,1408370.08694274,-15654.6142812332,-15654.6142812332,-15654.6142812332,-15654.6142812332,-15654.6142812332,-15654.6142812332,0,0,0,1364442.88756908,1424451.85200165,1408370.08694274,1408370.08694274,1392715.4726615
2020-04-01,1418567.54973197,-1061.0373854607,-1061.0373854607,-1061.0373854607,-1061.0373854607,-1061.0373854607,-1061.0373854607,0,0,0,1388160.93396417,1444409.43909019,1418567.54973197,1418567.54973197,1417506.51234651
2020-05-01,1428436.06210864,11519.7826454288,11519.7826454288,11519.7826454288,11519.7826454288,11519.7826454288,11519.7826454288,0,0,0,1410759.82677797,1468157.72413078,1428436.06210864,1428436.06210864,1439955.84475407
2020-06-01,1440062.76208484,17294.1192584043,17294.1192584043,17294.1192584043,17294.1192584043,17294.1192584043,17294.1192584043,0,0,0,1427588.53045132,1484922.86804243,1440062.76208484,1440062.76208484,1457356.88134325
2020-07-01,1451314.4072231,19600.4885058486,19600.4885058486,19600.4885058486,19600.4885058486,19600.4885058486,19600.4885058486,0,0,0,1443077.36539879,1500635.98305385,1451314.4072231,1451314.4072231,1470914.89572895
2020-08-01,1462941.1071993,14174.0670959215,14174.0670959215,14174.0670959215,14174.0670959215,14174.0670959215,14174.0670959215,0,0,0,1446784.9219206,1506698.38184267,1462941.1071993,1462941.1071993,1477115.17429522
2020-09-01,1474567.80708106,6164.15076493242,6164.15076493242,6164.15076493242,6164.15076493242,6164.15076493242,6164.15076493242,0,0,0,1452405.11492428,1508642.26482068,1474567.80708106,1474567.80708106,1480731.95784599
2020-10-01,1485819.45212793,4742.84304814257,4742.84304814257,4742.84304814257,4742.84304814257,4742.84304814257,4742.84304814257,0,0,0,1463614.14363419,1518620.64719035,1485819.45212793,1485819.45212793,1490562.29517607
2020-11-01,1497446.15200969,6466.81140879172,6466.81140879172,6466.81140879172,6466.81140879172,6466.81140879172,6466.81140879172,0,0,0,1476295.81914869,1533669.07104515,1497446.15200969,1497446.15200969,1503912.96341848
2020-12-01,1508697.79717261,14145.0964585742,14145.0964585742,14145.0964585742,14145.0964585742,14145.0964585742,14145.0964585742,0,0,0,1493738.5185306,1551882.31216534,1508697.79717261,1508697.79717261,1522842.89363118
2021-01-01,1520324.49717429,19353.3886437976,19353.3886437976,19353.3886437976,19353.3886437976,19353.3886437976,19353.3886437976,0,0,0,1509960.26216174,1569584.86835662,1520324.49717429,1520324.49717429,1539677.88581809
2021-02-01,1531951.19717597,32281.3125006977,32281.3125006977,32281.3125006977,32281.3125006977,32281.3125006977,32281.3125006977,0,0,0,1533856.30199301,1593359.64770566,1531951.19717597,1531951.19717597,1564232.50967667
2021-03-01,1542452.73268598,-621.783185327553,-621.783185327553,-621.783185327553,-621.783185327553,-621.783185327553,-621.783185327553,0,0,0,1512990.09656008,1569153.52695649,1542452.73268598,1542452.73268598,1541830.94950065
2021-04-01,1554079.43271492,5613.25655232785,5613.25655232785,5613.25655232785,5613.25655232785,5613.25655232785,5613.25655232785,0,0,0,1530654.36018106,1586604.48732332,1554079.43271492,1554079.43271492,1559692.68926725
2021-05-01,1565331.07790422,11098.6881353475,11098.6881353475,11098.6881353475,11098.6881353475,11098.6881353475,11098.6881353475,0,0,0,1546798.66283699,1604387.96178639,1565331.07790422,1565331.07790422,1576429.76603957
2021-06-01,1576957.7770257,14990.2664003623,14990.2664003623,14990.2664003623,14990.2664003623,14990.2664003623,14990.2664003623,0,0,0,1560777.37239501,1621484.04041204,1576957.7770257,1576957.7770257,1591948.04342606
2021-07-01,1588209.42133681,13983.5558953059,13983.5558953059,13983.5558953059,13983.5558953059,13983.5558953059,13983.5558953059,0,0,0,1574011.07567533,1631564.07932148,1588209.42133681,1588209.42133681,1602192.97723212
2021-08-01,1599836.12045829,8292.20141811878,8292.20141811878,8292.20141811878,8292.20141811878,8292.20141811878,8292.20141811878,0,0,0,1582843.44439447,1635807.69328111,1599836.12045829,1599836.12045829,1608128.32187641
2021-09-01,1611451.23660942,9253.01513514693,9253.01513514693,9253.01513514693,9253.01513514693,9253.01513514693,9253.01513514693,0,0,0,1593102.02171769,1649243.11710221,1611451.23660942,1611451.23660942,1620704.25174456
2021-10-01,1622691.67159437,10884.0235811281,10884.0235811281,10884.0235811281,10884.0235811281,10884.0235811281,10884.0235811281,0,0,0,1604106.54484389,1661699.49240479,1622691.67159437,1622691.67159437,1633575.6951755
2021-11-01,1634306.78774549,10697.217634061,10697.217634061,10697.217634061,10697.217634061,10697.217634061,10697.217634061,0,0,0,1614363.00270489,1671715.31549658,1634306.78774549,1634306.78774549,1645004.00537955
2021-12-01,1644791.04440191,15929.3547945722,15929.3547945722,15929.3547945722,15929.3547945722,15929.3547945722,15929.3547945722,0,0,0,1631539.21273375,1690254.69852245,1644791.04440191,1644791.04440191,1660720.39919648
2022-01-01,1655624.77628021,13649.7478382833,13649.7478382833,13649.7478382833,13649.7478382833,13649.7478382833,13649.7478382833,0,0,0,1639545.42114239,1696374.45270777,1655624.77628021,1655624.77628021,1669274.52411849
2022-02-01,1666458.50815851,14690.3882552443,14690.3882552443,14690.3882552443,14690.3882552443,14690.3882552443,14690.3882552443,0,0,0,1653658.01630087,1710597.01645482,1666458.50815851,1666458.50815851,1681148.89641375
2022-03-01,1675967.68348845,14730.0679160565,14730.0679160565,14730.0679160565,14730.0679160565,14730.0679160565,14730.0679160565,0,0,0,1662885.32643854,1719287.25330295,1675967.68348845,1675967.68348845,1690697.7514045
2022-04-01,1686495.69903231,12131.6661921963,12131.6661921963,12131.6661921963,12131.6661921963,12131.6661921963,12131.6661921963,0,0,0,1670602.20298844,1726672.30969492,1686495.69903231,1686495.69903231,1698627.3652245
2022-05-01,1696684.10117153,10451.734020328,10451.734020328,10451.734020328,10451.734020328,10451.734020328,10451.734020328,0,0,0,1678417.60481562,1734558.34347605,1696684.10117153,1696684.10117153,1707135.83519185
2022-06-01,1707182.05517309,12524.4508989027,12524.4508989027,12524.4508989027,12524.4508989027,12524.4508989027,12524.4508989027,0,0,0,1690350.61989472,1749684.51267061,1707182.05517309,1707182.05517309,1719706.50607199
2022-07-01,1717341.36549718,8343.71641748381,8343.71641748381,8343.71641748381,8343.71641748381,8343.71641748381,8343.71641748381,0,0,0,1696126.81567917,1755874.38406041,1717341.36549718,1717341.36549718,1725685.08191467
2022-08-01,1727839.31949875,2604.70426700431,2604.70426700431,2604.70426700431,2604.70426700431,2604.70426700431,2604.70426700431,0,0,0,1700035.66344844,1758811.1280887,1727839.31949875,1727839.31949875,1730444.02376575
2022-09-01,1738324.74808151,12583.5448658784,12583.5448658784,12583.5448658784,12583.5448658784,12583.5448658784,12583.5448658784,0,0,0,1722741.28507966,1780828.88622884,1738324.74808151,1738324.74808151,1750908.29294739
2022-10-01,1748471.93703257,17062.3777433806,17062.3777433806,17062.3777433806,17062.3777433806,17062.3777433806,17062.3777433806,0,0,0,1737032.02525743,1793466.00246531,1748471.93703257,1748471.93703257,1765534.31477595
2022-11-01,1758957.36561534,14804.7849401214,14804.7849401214,14804.7849401214,14804.7849401214,14804.7849401214,14804.7849401214,0,0,0,1744593.10026768,1803379.2989791,1758957.36561534,1758957.36561534,1773762.15055546
2022-12-01,1766941.86625033,17457.8903194356,17457.8903194356,17457.8903194356,17457.8903194356,17457.8903194356,17457.8903194356,0,0,0,1755354.71322108,1814645.46655836,1766941.86625033,1766941.86625033,1784399.75656976
2023-01-01,1775192.51690648,7698.00201180261,7698.00201180261,7698.00201180261,7698.00201180261,7698.00201180261,7698.00201180261,0,0,0,1755246.9513402,1813195.39638902,1775192.51690648,1775192.51690648,1782890.51891828
2023-02-01,1783443.16756263,-2652.71734631663,-2652.71734631663,-2652.71734631663,-2652.71734631663,-2652.71734631663,-2652.71734631663,0,0,0,1751646.73254741,1809430.51705167,1783443.16756263,1783443.16756263,1780790.45021632
2023-03-01,1780355.76606168,30383.6558164225,30383.6558164225,30383.6558164225,30383.6558164225,30383.6558164225,30383.6558164225,0,0,0,1781962.05213889,1837925.37086101,1780355.76606168,1780355.76606168,1810739.4218781
2023-04-01,1776937.57154277,18481.586180761,18481.586180761,18481.586180761,18481.586180761,18481.586180761,18481.586180761,0,0,0,1767247.00725901,1824904.77241353,1776937.57154277,1776937.57154277,1795419.15772353
2023-05-01,1773629.64136317,9578.25821358303,9578.25821358303,9578.25821358303,9578.25821358303,9578.25821358303,9578.25821358303,0,0,0,1754699.96792459,1811977.15221077,1773629.64136317,1773629.64136317,1783207.89957676
2023-06-01,1754384.19210019,9901.53816347825,9901.53816347825,9901.53816347825,9901.53816347825,9901.53816347825,9901.53816347825,0,0,0,1733877.40466329,1793662.1133158,1754384.19210019,1754384.19210019,1764285.73026367
2023-07-01,1735759.56378118,2690.72265579856,2690.72265579856,2690.72265579856,2690.72265579856,2690.72265579856,2690.72265579856,0,0,0,1709854.40130446,1768683.29014237,1735759.56378118,1735759.56378118,1738450.28643698
2023-08-01,1716514.1145182,-2880.77717336185,-2880.77717336185,-2880.77717336185,-2880.77717336185,-2880.77717336185,-2880.77717336185,0,0,0,1685953.28547464,1743092.61675155,1716514.1145182,1716514.1145182,1713633.33734484
2023-09-01,1697268.66553305,16151.6875840866,16151.6875840866,16151.6875840866,16151.6875840866,16151.6875840866,16151.6875840866,0,0,0,1684604.36935624,1742373.87073952,1697268.66553305,1697268.66553305,1713420.35311714
2023-10-01,1678644.03748291,23267.6991413642,23267.6991413642,23267.6991413642,23267.6991413642,23267.6991413642,23267.6991413642,0,0,0,1672035.32664734,1730886.36367314,1678644.03748291,1678644.03748291,1701911.73662427
2023-11-01,1659398.58849776,18781.7341207711,18781.7341207711,18781.7341207711,18781.7341207711,18781.7341207711,18781.7341207711,0,0,0,1646406.54104886,1705440.17630582,1659398.58849776,1659398.58849776,1678180.32261854
2023-12-01,1640773.96044762,18730.2690940223,18730.2690940223,18730.2690940223,18730.2690940223,18730.2690940223,18730.2690940223,0,0,0,1631532.10997127,1688083.38176627,1640773.96044762,1640773.96044762,1659504.22954165
2024-01-01,1621528.51146248,1510.18042427591,1510.18042427591,1510.18042427591,1510.18042427591,1510.18042427591,1510.18042427591,0,0,0,1593383.98721626,1651676.94215393,1621528.51146248,1621528.51146248,1623038.69188675
2024-02-01,1602283.06247733,-19727.8892038024,-19727.8892038024,-19727.8892038024,-19727.8892038024,-19727.8892038024,-19727.8892038024,0,0,0,1553566.30129726,1611042.27380647,1602283.06247733,1602283.06247733,1582555.17327353
2024-03-01,1584279.2553622,-15654.6142813516,-15654.6142813516,-15654.6142813516,-15654.6142813516,-15654.6142813516,-15654.6142813516,0,0,0,1540608.33450365,1598875.22908258,1584279.2553622,1584279.2553622,1568624.64108084
2024-04-01,1565033.80637705,-1061.03738540585,-1061.03738540585,-1061.03738540585,-1061.03738540585,-1061.03738540585,-1061.03738540585,0,0,0,1535643.62693764,1593053.47936248,1565033.80637705,1565033.80637705,1563972.76899164
2024-05-01,1546409.17832691,11519.782645395,11519.782645395,11519.782645395,11519.782645395,11519.782645395,11519.782645395,0,0,0,1528350.39383732,1588559.40537811,1546409.17832691,1546409.17832691,1557928.9609723
2024-06-01,1527163.72934176,17294.1192584055,17294.1192584055,17294.1192584055,17294.1192584055,17294.1192584055,17294.1192584055,0,0,0,1514282.90265744,1573776.6275703,1527163.72934176,1527163.72934176,1544457.84860017
2024-07-01,1508539.10129162,19600.4885059551,19600.4885059551,19600.4885059551,19600.4885059551,19600.4885059551,19600.4885059551,0,0,0,1498642.19924248,1556001.88246042,1508539.10129162,1508539.10129162,1528139.58979758
2024-08-01,1489293.65230648,14174.0670958992,14174.0670958992,14174.0670958992,14174.0670958992,14174.0670958992,14174.0670958992,0,0,0,1475368.34005454,1532172.69258862,1489293.65230648,1489293.65230648,1503467.71940238
2024-09-01,1470048.20332133,6164.15076494065,6164.15076494065,6164.15076494065,6164.15076494065,6164.15076494065,6164.15076494065,0,0,0,1447805.69171662,1506445.64365163,1470048.20332133,1470048.20332133,1476212.35408627
2024-10-01,1451423.57527119,4742.84304810869,4742.84304810869,4742.84304810869,4742.84304810869,4742.84304810869,4742.84304810869,0,0,0,1428983.67362941,1484696.27651422,1451423.57527119,1451423.57527119,1456166.4183193
2024-11-01,1432178.12628604,6466.81140880021,6466.81140880021,6466.81140880021,6466.81140880021,6466.81140880021,6466.81140880021,0,0,0,1409996.20834171,1466565.20271751,1432178.12628604,1432178.12628604,1438644.93769484
2024-12-01,1413553.4982359,14145.0964585324,14145.0964585324,14145.0964585324,14145.0964585324,14145.0964585324,14145.0964585324,0,0,0,1399111.08353047,1456436.14673623,1413553.4982359,1413553.4982359,1427698.59469444
2025-01-01,1394308.04925076,19353.3886438761,19353.3886438761,19353.3886438761,19353.3886438761,19353.3886438761,19353.3886438761,0,0,0,1384595.55486117,1444135.55158603,1394308.04925076,1394308.04925076,1413661.43789463
2025-02-01,1375062.60026561,32281.3125006632,32281.3125006632,32281.3125006632,32281.3125006632,32281.3125006632,32281.3125006632,0,0,0,1379595.62205503,1439054.97112225,1375062.60026561,1375062.60026561,1407343.91276627
2025-03-01,1357679.61408548,-621.783185343371,-621.783185343371,-621.783185343371,-621.783185343371,-621.783185343371,-621.783185343371,0,0,0,1327118.4338898,1387526.37068601,1357679.61408548,1357679.61408548,1357057.83090014
2025-04-01,1338434.16510033,5613.25655239617,5613.25655239617,5613.25655239617,5613.25655239617,5613.25655239617,5613.25655239617,0,0,0,1313457.51837377,1372701.5166693,1338340.0204683,1338683.0805426,1344047.42165273
2025-05-01,1319809.53705019,11098.6881353449,11098.6881353449,11098.6881353449,11098.6881353449,11098.6881353449,11098.6881353449,0,0,0,1301619.37159278,1359020.85781965,1318221.78193725,1321533.70546811,1330908.22518554
2025-06-01,1300564.08806505,14990.2664002965,14990.2664002965,14990.2664002965,14990.2664002965,14990.2664002965,14990.2664002965,0,0,0,1284694.16232082,1344965.76921086,1296721.7219545,1304718.18337963,1315554.35446534
2025-07-01,1281939.46001491,13983.5558952407,13983.5558952407,13983.5558952407,13983.5558952407,13983.5558952407,13983.5558952407,0,0,0,1266351.20363381,1326866.23511168,1275821.70534867,1288704.409104,1295923.01591015
2025-08-01,1262694.01102976,8292.20141813026,8292.20141813026,8292.20141813026,8292.20141813026,8292.20141813026,8292.20141813026,0,0,0,1237751.30714072,1303244.8112559,1253595.81639695,1273400.06296969,1270986.21244789
2025-09-01,1243448.56204462,9253.01513510769,9253.01513510769,9253.01513510769,9253.01513510769,9253.01513510769,9253.01513510769,0,0,0,1219453.85330312,1285620.08842759,1230903.91654556,1257523.87052663,1252701.57717972
2025-10-01,1224823.93399447,10884.0235811559,10884.0235811559,10884.0235811559,10884.0235811559,10884.0235811559,10884.0235811559,0,0,0,1201210.96381576,1269213.76736339,1208488.47554323,1242520.95983192,1235707.95757563
2025-11-01,1205578.48500933,10697.217634125,10697.217634125,10697.217634125,10697.217634125,10697.217634125,10697.217634125,0,0,0,1179100.62747536,1250155.14630081,1183812.68913192,1227856.91312741,1216275.70264345
2025-12-01,1186953.85695919,15929.354794558,15929.354794558,15929.354794558,15929.354794558,15929.354794558,15929.354794558,0,0,0,1163780.30800992,1241377.77134579,1160792.02258593,1212823.84964264,1202883.21175375
2026-01-01,1167708.40797404,13649.7478382874,13649.7478382874,13649.7478382874,13649.7478382874,13649.7478382874,13649.7478382874,0,0,0,1141498.31478165,1225000.89023844,1136467.806535,1199690.21648421,1181358.15581233
2026-02-01,1148462.9589889,14690.3882552317,14690.3882552317,14690.3882552317,14690.3882552317,14690.3882552317,14690.3882552317,0,0,0,1114631.53100074,1211642.89105644,1111014.63251818,1184734.18255141,1163153.34724413
2026-03-01,1131079.97280876,14730.0679160908,14730.0679160908,14730.0679160908,14730.0679160908,14730.0679160908,14730.0679160908,0,0,0,1093121.78234944,1196137.1360769,1088146.04364313,1172556.62294871,1145810.04072486
